107
3 2 0 1 3 4 5 6 7 8 9 10 11 ; 0 4 5 1 2 3 6 7 8
2 2 0 1 3 4 7 8 6 5 9 11 10 ; 0 4 5 1 2 3 6 8 7
3 2 0 1 3 4 7 8 5 6 9 10 11 ; 0 4 5 1 2 3 6 8 7
4 2 0 1 3 4 5 6 7 8 9 10 11 ; 0 4 5 1 2 3 6 7 8
1 2 0 1 3 4 7 8 6 5 9 10 11 ; 0 4 5 1 2 3 6 8 7
1 2 0 1 5 6 10 9 4 3 7 8 11 ; 0 5 4 1 2 3 7 8 6
2 2 0 1 7 6 5 9 4 3 8 11 10 ; 0 5 4 1 2 3 8 7 6
4 2 0 1 5 7 9 10 4 3 6 8 11 ; 0 5 4 1 2 3 7 8 6
3 2 0 1 5 7 10 9 4 3 6 8 11 ; 0 5 4 1 2 3 7 8 6
3 2 0 1 7 5 10 9 4 3 8 6 11 ; 0 5 4 1 2 3 8 7 6
3 2 0 1 5 4 3 6 7 10 9 8 11 ; 0 5 4 1 2 3 7 6 8
2 2 0 1 7 4 3 8 6 5 9 11 10 ; 0 5 4 1 2 3 8 6 7
4 2 0 1 5 4 3 6 7 9 10 8 11 ; 0 5 4 1 2 3 7 6 8
3 2 0 1 7 4 3 8 5 10 9 6 11 ; 0 5 4 1 2 3 8 6 7
5 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
5 0 1 2 3 4 8 7 5 6 9 11 10 ; 0 1 2 3 4 5 6 8 7
6 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
6 0 1 2 3 4 7 8 6 5 9 10 11 ; 0 1 2 3 4 5 6 8 7
5 1 0 2 3 4 8 7 6 5 9 11 10 ; 0 3 4 1 2 5 6 8 7
6 1 0 2 3 4 6 5 7 8 9 10 11 ; 0 3 4 1 2 5 6 7 8
5 1 0 2 3 4 6 5 8 7 9 11 10 ; 0 3 4 1 2 5 6 7 8
6 1 0 2 3 4 7 8 6 5 9 10 11 ; 0 3 4 1 2 5 6 8 7
6 0 1 2 3 10 9 11 4 6 5 7 8 ; 0 1 2 3 4 5 7 8 6
6 0 1 2 3 10 9 11 4 7 8 6 5 ; 0 1 2 3 4 5 8 7 6
5 0 1 2 3 9 11 10 4 5 6 8 7 ; 0 1 2 3 4 5 7 8 6
5 0 1 2 3 9 11 10 4 8 7 5 6 ; 0 1 2 3 4 5 8 7 6
6 1 0 2 3 10 9 11 4 6 5 7 8 ; 0 3 4 1 2 5 7 8 6
6 1 0 2 3 10 9 11 4 7 8 6 5 ; 0 3 4 1 2 5 8 7 6
5 1 0 2 3 9 11 10 4 8 7 6 5 ; 0 3 4 1 2 5 8 7 6
5 1 0 2 3 9 11 10 4 6 5 8 7 ; 0 3 4 1 2 5 7 8 6
5 0 2 1 3 4 5 6 8 7 9 11 10 ; 1 0 2 3 5 4 6 7 8
6 0 2 1 3 4 8 7 6 5 9 10 11 ; 1 0 2 3 5 4 6 8 7
5 0 2 1 3 4 8 7 5 6 9 11 10 ; 1 0 2 3 5 4 6 8 7
6 0 2 1 3 4 6 5 8 7 9 10 11 ; 1 0 2 3 5 4 6 7 8
6 1 2 0 3 4 6 5 7 8 11 10 9 ; 3 0 4 1 5 2 6 7 8
5 1 2 0 3 4 8 7 6 5 10 11 9 ; 3 0 4 1 5 2 6 8 7
6 1 2 0 3 4 7 8 6 5 11 10 9 ; 3 0 4 1 5 2 6 8 7
5 1 2 0 3 4 6 5 8 7 10 11 9 ; 3 0 4 1 5 2 6 7 8
6 0 2 1 3 10 9 11 4 8 7 6 5 ; 1 0 2 3 5 4 8 7 6
6 0 2 1 3 10 9 11 4 6 5 8 7 ; 1 0 2 3 5 4 7 8 6
5 0 2 1 3 9 11 10 4 5 6 8 7 ; 1 0 2 3 5 4 7 8 6
5 0 2 1 3 9 11 10 4 8 7 5 6 ; 1 0 2 3 5 4 8 7 6
5 1 2 0 3 11 10 9 4 8 7 6 5 ; 3 0 4 1 5 2 8 7 6
5 1 2 0 3 11 10 9 4 6 5 8 7 ; 3 0 4 1 5 2 7 8 6
6 1 2 0 3 11 10 9 4 6 5 7 8 ; 3 0 4 1 5 2 7 8 6
6 1 2 0 3 11 10 9 4 7 8 6 5 ; 3 0 4 1 5 2 8 7 6
6 2 0 1 3 4 8 7 6 5 11 10 9 ; 1 3 5 0 2 4 6 8 7
5 2 0 1 3 4 5 6 8 7 10 11 9 ; 1 3 5 0 2 4 6 7 8
6 2 0 1 3 4 6 5 8 7 11 10 9 ; 1 3 5 0 2 4 6 7 8
5 2 0 1 3 4 8 7 5 6 10 11 9 ; 1 3 5 0 2 4 6 8 7
6 2 1 0 3 4 8 7 6 5 11 10 9 ; 3 1 5 0 4 2 6 8 7
6 2 1 0 3 4 6 5 8 7 11 10 9 ; 3 1 5 0 4 2 6 7 8
5 2 1 0 3 4 8 7 6 5 10 11 9 ; 3 1 5 0 4 2 6 8 7
5 2 1 0 3 4 6 5 8 7 10 11 9 ; 3 1 5 0 4 2 6 7 8
5 2 0 1 3 11 10 9 4 5 6 8 7 ; 1 3 5 0 2 4 7 8 6
5 2 0 1 3 11 10 9 4 8 7 5 6 ; 1 3 5 0 2 4 8 7 6
5 2 1 0 3 11 10 9 4 8 7 6 5 ; 3 1 5 0 4 2 8 7 6
5 2 1 0 3 11 10 9 4 6 5 8 7 ; 3 1 5 0 4 2 7 8 6
6 2 0 1 3 11 10 9 4 8 7 6 5 ; 1 3 5 0 2 4 8 7 6
6 2 0 1 3 11 10 9 4 6 5 8 7 ; 1 3 5 0 2 4 7 8 6
6 2 1 0 3 11 10 9 4 8 7 6 5 ; 3 1 5 0 4 2 8 7 6
6 2 1 0 3 11 10 9 4 6 5 8 7 ; 3 1 5 0 4 2 7 8 6
7 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
8 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
8 0 2 1 3 5 4 6 7 8 10 11 9 ; 1 0 2 3 5 4 6 7 8
8 0 1 2 3 5 4 7 6 8 9 11 10 ; 0 1 2 3 4 5 6 8 7
7 2 0 1 3 5 4 6 7 11 10 9 8 ; 1 3 5 0 2 4 6 7 8
8 2 0 1 3 5 4 6 7 11 10 8 9 ; 1 3 5 0 2 4 6 7 8
8 0 2 1 3 5 4 7 6 8 10 11 9 ; 1 0 2 3 5 4 6 8 7
8 2 0 1 3 5 4 7 6 11 10 8 9 ; 1 3 5 0 2 4 6 8 7
7 1 2 0 3 5 4 6 7 9 8 11 10 ; 3 0 4 1 5 2 6 7 8
9 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
9 0 1 2 3 4 8 7 5 6 9 11 10 ; 0 1 2 3 4 5 6 8 7
10 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
10 0 1 2 3 4 8 7 5 6 9 11 10 ; 0 1 2 3 4 5 6 8 7
11 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
12 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
13 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
14 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
15 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
16 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
17 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
18 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
19 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
19 0 1 2 3 7 9 8 4 5 6 10 11 ; 0 1 2 3 4 5 6 8 7
20 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
18 0 1 2 3 7 8 9 4 5 6 10 11 ; 0 1 2 3 4 5 6 8 7
21 0 1 2 3 4 5 6 7 8 9 10 11 ; 0 1 2 3 4 5 6 7 8
20 0 1 2 3 7 9 8 4 6 5 10 11 ; 0 1 2 3 4 5 6 8 7
11 0 1 2 3 7 9 8 5 4 6 11 10 ; 0 1 2 3 4 5 6 8 7
16 0 1 2 3 7 9 8 5 4 6 10 11 ; 0 1 2 3 4 5 6 8 7
14 0 1 2 3 7 8 9 5 4 6 10 11 ; 0 1 2 3 4 5 6 8 7
12 0 1 2 3 8 7 9 5 4 6 10 11 ; 0 1 2 3 4 5 6 8 7
13 0 1 2 3 8 7 9 5 4 6 10 11 ; 0 1 2 3 4 5 6 8 7
17 0 1 2 3 8 7 9 5 4 6 10 11 ; 0 1 2 3 4 5 6 8 7
15 0 1 2 3 7 9 8 5 4 6 10 11 ; 0 1 2 3 4 5 6 8 7
9 0 2 1 3 4 5 6 8 7 9 11 10 ; 1 0 2 3 5 4 6 7 8
9 0 2 1 3 4 8 7 5 6 9 11 10 ; 1 0 2 3 5 4 6 8 7
10 0 2 1 3 4 5 6 8 7 9 11 10 ; 1 0 2 3 5 4 6 7 8
10 0 2 1 3 4 8 7 5 6 9 11 10 ; 1 0 2 3 5 4 6 8 7
11 0 2 1 3 5 4 6 7 9 8 11 10 ; 1 0 2 3 5 4 6 7 8
12 0 2 1 3 5 4 6 9 8 7 10 11 ; 1 0 2 3 5 4 6 7 8
13 0 2 1 3 5 4 6 9 8 7 10 11 ; 1 0 2 3 5 4 6 7 8
16 0 2 1 3 5 4 6 7 9 8 10 11 ; 1 0 2 3 5 4 6 7 8
17 0 2 1 3 5 4 6 9 8 7 10 11 ; 1 0 2 3 5 4 6 7 8
14 0 2 1 3 5 4 6 7 9 8 10 11 ; 1 0 2 3 5 4 6 7 8
15 0 2 1 3 5 4 6 9 8 7 10 11 ; 1 0 2 3 5 4 6 7 8
19 0 2 1 3 4 5 6 7 9 8 10 11 ; 1 0 2 3 5 4 6 7 8
18 0 2 1 3 4 5 6 7 9 8 10 11 ; 1 0 2 3 5 4 6 7 8
20 0 2 1 3 7 9 8 4 6 5 10 11 ; 1 0 2 3 5 4 6 8 7
18 0 2 1 3 7 9 8 4 5 6 10 11 ; 1 0 2 3 5 4 6 8 7
21 0 2 1 3 7 9 8 4 6 5 10 11 ; 1 0 2 3 5 4 6 8 7
19 0 2 1 3 7 9 8 4 5 6 10 11 ; 1 0 2 3 5 4 6 8 7
20 0 2 1 3 4 6 5 7 9 8 10 11 ; 1 0 2 3 5 4 6 7 8
14 0 2 1 3 7 9 8 5 4 6 10 11 ; 1 0 2 3 5 4 6 8 7
11 0 2 1 3 7 9 8 5 4 6 11 10 ; 1 0 2 3 5 4 6 8 7
16 0 2 1 3 7 9 8 5 4 6 10 11 ; 1 0 2 3 5 4 6 8 7
15 0 2 1 3 9 8 7 5 4 6 10 11 ; 1 0 2 3 5 4 6 8 7
12 0 2 1 3 9 8 7 5 4 6 10 11 ; 1 0 2 3 5 4 6 8 7
13 0 2 1 3 9 8 7 5 4 6 10 11 ; 1 0 2 3 5 4 6 8 7
17 0 2 1 3 9 8 7 5 4 6 10 11 ; 1 0 2 3 5 4 6 8 7
9 1 0 2 3 4 5 6 8 7 9 11 10 ; 0 3 4 1 2 5 6 7 8
9 1 0 2 3 4 8 7 5 6 9 11 10 ; 0 3 4 1 2 5 6 8 7
10 1 0 2 3 4 5 6 8 7 9 11 10 ; 0 3 4 1 2 5 6 7 8
10 1 0 2 3 4 8 7 5 6 9 11 10 ; 0 3 4 1 2 5 6 8 7
11 1 0 2 3 5 4 6 9 8 7 11 10 ; 0 3 4 1 2 5 6 7 8
12 1 0 2 3 5 4 6 8 7 9 10 11 ; 0 3 4 1 2 5 6 7 8
14 1 0 2 3 5 4 6 8 7 9 10 11 ; 0 3 4 1 2 5 6 7 8
15 1 0 2 3 5 4 6 7 9 8 10 11 ; 0 3 4 1 2 5 6 7 8
13 1 0 2 3 5 4 6 8 7 9 10 11 ; 0 3 4 1 2 5 6 7 8
16 1 0 2 3 5 4 6 9 8 7 10 11 ; 0 3 4 1 2 5 6 7 8
17 1 0 2 3 5 4 6 8 7 9 10 11 ; 0 3 4 1 2 5 6 7 8
19 1 0 2 3 7 9 8 4 5 6 10 11 ; 0 3 4 1 2 5 6 8 7
20 1 0 2 3 4 6 5 7 9 8 10 11 ; 0 3 4 1 2 5 6 7 8
18 1 0 2 3 4 6 5 7 8 9 10 11 ; 0 3 4 1 2 5 6 7 8
18 1 0 2 3 7 8 9 4 6 5 10 11 ; 0 3 4 1 2 5 6 8 7
21 1 0 2 3 4 5 6 7 8 9 10 11 ; 0 3 4 1 2 5 6 7 8
19 1 0 2 3 4 5 6 7 9 8 10 11 ; 0 3 4 1 2 5 6 7 8
20 1 0 2 3 7 9 8 4 6 5 10 11 ; 0 3 4 1 2 5 6 8 7
11 1 0 2 3 9 8 7 5 4 6 11 10 ; 0 3 4 1 2 5 6 8 7
16 1 0 2 3 9 8 7 5 4 6 10 11 ; 0 3 4 1 2 5 6 8 7
12 1 0 2 3 8 7 9 5 4 6 10 11 ; 0 3 4 1 2 5 6 8 7
13 1 0 2 3 8 7 9 5 4 6 10 11 ; 0 3 4 1 2 5 6 8 7
